識別番号,漢字,種類,異体字(表に含む),漢検級
2331,覽,3. 常用漢字の異体字,覧,2~10級以外
2332,欄,3. 常用漢字の異体字,欄,2~10級以外
2333,龍,3. 常用漢字の異体字,竜,2~10級以外
2334,虜,3. 常用漢字の異体字,虜,2~10級以外
2335,凉,3. 常用漢字の異体字,涼,2~10級以外
2336,綠,3. 常用漢字の異体字,緑,2~10級以外
2337,淚,3. 常用漢字の異体字,涙,2~10級以外
2338,壘,3. 常用漢字の異体字,塁,2~10級以外
2339,類,3. 常用漢字の異体字,類,2~10級以外
2340,禮,3. 常用漢字の異体字,礼,2~10級以外
2341,曆,3. 常用漢字の異体字,暦,2~10級以外
2342,歷,3. 常用漢字の異体字,歴,2~10級以外
2343,練,3. 常用漢字の異体字,練,2~10級以外
2344,鍊,3. 常用漢字の異体字,錬,2~10級以外
2345,郞,3. 常用漢字の異体字,郎,2~10級以外
2346,朗,3. 常用漢字の異体字,朗,2~10級以外
2347,廊,3. 常用漢字の異体字,廊,2~10級以外
2348,錄,3. 常用漢字の異体字,録,2~10級以外
2349,丑,2. 常用漢字外,,2~10級以外
2350,丞,2. 常用漢字外,,2~10級以外
2351,乃,2. 常用漢字外,,2~10級以外
2352,之,2. 常用漢字外,,2~10級以外
2353,乎,2. 常用漢字外,,2~10級以外
2354,也,2. 常用漢字外,,2~10級以外
2355,云,2. 常用漢字外,,2~10級以外
2356,亘,2. 常用漢字外,亙,2~10級以外
2357,些,2. 常用漢字外,,2~10級以外
2358,亦,2. 常用漢字外,,2~10級以外
2359,亥,2. 常用漢字外,,2~10級以外
2360,亨,2. 常用漢字外,,2~10級以外
2361,亮,2. 常用漢字外,,2~10級以外
2362,仔,2. 常用漢字外,,2~10級以外
2363,伊,2. 常用漢字外,,2~10級以外
2364,伍,2. 常用漢字外,,2~10級以外
2365,伽,2. 常用漢字外,,2~10級以外
2366,佃,2. 常用漢字外,,2~10級以外
2367,佑,2. 常用漢字外,,2~10級以外
2368,伶,2. 常用漢字外,,2~10級以外
2369,侃,2. 常用漢字外,,2~10級以外
2370,侑,2. 常用漢字外,,2~10級以外
2371,俄,2. 常用漢字外,,2~10級以外
2372,俠,2. 常用漢字外,,2~10級以外
2373,俣,2. 常用漢字外,,2~10級以外
2374,俐,2. 常用漢字外,,2~10級以外
2375,倭,2. 常用漢字外,,2~10級以外
2376,俱,2. 常用漢字外,,2~10級以外
2377,倦,2. 常用漢字外,,2~10級以外
2378,倖,2. 常用漢字外,,2~10級以外
2379,偲,2. 常用漢字外,,2~10級以外
2380,傭,2. 常用漢字外,,2~10級以外
2381,儲,2. 常用漢字外,,2~10級以外
2382,允,2. 常用漢字外,,2~10級以外
2383,兎,2. 常用漢字外,,2~10級以外
2384,兜,2. 常用漢字外,,2~10級以外
2385,其,2. 常用漢字外,,2~10級以外
2386,冴,2. 常用漢字外,,2~10級以外
2387,凌,2. 常用漢字外,,2~10級以外
2388,凜,2. 常用漢字外,凛,2~10級以外
2389,凧,2. 常用漢字外,,2~10級以外
2390,凪,2. 常用漢字外,,2~10級以外
2391,凰,2. 常用漢字外,,2~10級以外
2392,凱,2. 常用漢字外,,2~10級以外
2393,函,2. 常用漢字外,,2~10級以外
2394,劉,2. 常用漢字外,,2~10級以外
2395,劫,2. 常用漢字外,,2~10級以外
2396,勁,2. 常用漢字外,,2~10級以外
2397,勺,2. 常用漢字外,,2~10級以外
2398,勿,2. 常用漢字外,,2~10級以外
2399,匁,2. 常用漢字外,,2~10級以外
2400,匡,2. 常用漢字外,,2~10級以外
2401,廿,2. 常用漢字外,,2~10級以外
2402,卜,2. 常用漢字外,,2~10級以外
2403,卯,2. 常用漢字外,,2~10級以外
2404,卿,2. 常用漢字外,,2~10級以外
2405,厨,2. 常用漢字外,,2~10級以外
2406,厩,2. 常用漢字外,,2~10級以外
2407,叉,2. 常用漢字外,,2~10級以外
2408,叡,2. 常用漢字外,,2~10級以外
2409,叢,2. 常用漢字外,,2~10級以外
2410,叶,2. 常用漢字外,,2~10級以外
2411,只,2. 常用漢字外,,2~10級以外
2412,吾,2. 常用漢字外,,2~10級以外
2413,吞,2. 常用漢字外,,2~10級以外
2414,吻,2. 常用漢字外,,2~10級以外
2415,哉,2. 常用漢字外,,2~10級以外
2416,哨,2. 常用漢字外,,2~10級以外
2417,啄,2. 常用漢字外,,2~10級以外
2418,哩,2. 常用漢字外,,2~10級以外
2419,喬,2. 常用漢字外,,2~10級以外
2420,喧,2. 常用漢字外,,2~10級以外
2421,喰,2. 常用漢字外,,2~10級以外
2422,喋,2. 常用漢字外,,2~10級以外
2423,嘩,2. 常用漢字外,,2~10級以外
2424,嘉,2. 常用漢字外,,2~10級以外
2425,嘗,2. 常用漢字外,,2~10級以外
2426,噌,2. 常用漢字外,,2~10級以外
2427,噂,2. 常用漢字外,,2~10級以外
2428,圃,2. 常用漢字外,,2~10級以外
2429,圭,2. 常用漢字外,,2~10級以外
2430,坐,2. 常用漢字外,,2~10級以外
2431,尭,2. 常用漢字外,堯,2~10級以外
2432,坦,2. 常用漢字外,,2~10級以外
2433,埴,2. 常用漢字外,,2~10級以外
2434,堰,2. 常用漢字外,,2~10級以外
2435,堺,2. 常用漢字外,,2~10級以外
2436,堵,2. 常用漢字外,,2~10級以外
2437,塙,2. 常用漢字外,,2~10級以外
2438,壕,2. 常用漢字外,,2~10級以外
2439,壬,2. 常用漢字外,,2~10級以外
2440,夷,2. 常用漢字外,,2~10級以外
2441,奄,2. 常用漢字外,,2~10級以外
2442,奎,2. 常用漢字外,,2~10級以外
2443,套,2. 常用漢字外,,2~10級以外
2444,娃,2. 常用漢字外,,2~10級以外
2445,姪,2. 常用漢字外,,2~10級以外
2446,姥,2. 常用漢字外,,2~10級以外
2447,娩,2. 常用漢字外,,2~10級以外
2448,嬉,2. 常用漢字外,,2~10級以外
2449,孟,2. 常用漢字外,,2~10級以外
2450,宏,2. 常用漢字外,,2~10級以外
2451,宋,2. 常用漢字外,,2~10級以外
2452,宕,2. 常用漢字外,,2~10級以外
2453,宥,2. 常用漢字外,,2~10級以外
2454,寅,2. 常用漢字外,,2~10級以外
2455,寓,2. 常用漢字外,,2~10級以外
2456,寵,2. 常用漢字外,,2~10級以外
2457,尖,2. 常用漢字外,,2~10級以外
2458,尤,2. 常用漢字外,,2~10級以外
2459,屑,2. 常用漢字外,,2~10級以外
2460,峨,2. 常用漢字外,,2~10級以外
2461,峻,2. 常用漢字外,,2~10級以外
2462,崚,2. 常用漢字外,,2~10級以外
2463,嵯,2. 常用漢字外,,2~10級以外
2464,嵩,2. 常用漢字外,,2~10級以外
2465,嶺,2. 常用漢字外,,2~10級以外
2466,巌,2. 常用漢字外,巖,2~10級以外
2467,巫,2. 常用漢字外,,2~10級以外
2468,已,2. 常用漢字外,,2~10級以外
2469,巳,2. 常用漢字外,,2~10級以外
2470,巴,2. 常用漢字外,,2~10級以外
2471,巷,2. 常用漢字外,,2~10級以外
2472,巽,2. 常用漢字外,,2~10級以外
2473,帖,2. 常用漢字外,,2~10級以外
2474,幌,2. 常用漢字外,,2~10級以外
2475,幡,2. 常用漢字外,,2~10級以外
2476,庄,2. 常用漢字外,,2~10級以外
2477,庇,2. 常用漢字外,,2~10級以外
2478,庚,2. 常用漢字外,,2~10級以外
2479,庵,2. 常用漢字外,,2~10級以外
2480,廟,2. 常用漢字外,,2~10級以外
2481,廻,2. 常用漢字外,,2~10級以外
2482,弘,2. 常用漢字外,,2~10級以外
2483,弛,2. 常用漢字外,,2~10級以外
2484,彗,2. 常用漢字外,,2~10級以外
2485,彦,2. 常用漢字外,,2~10級以外
2486,彪,2. 常用漢字外,,2~10級以外
2487,彬,2. 常用漢字外,,2~10級以外
2488,徠,2. 常用漢字外,,2~10級以外
2489,忽,2. 常用漢字外,,2~10級以外
2490,怜,2. 常用漢字外,,2~10級以外
2491,恢,2. 常用漢字外,,2~10級以外
2492,恰,2. 常用漢字外,,2~10級以外
2493,恕,2. 常用漢字外,,2~10級以外
2494,悌,2. 常用漢字外,,2~10級以外
2495,惟,2. 常用漢字外,,2~10級以外
2496,惚,2. 常用漢字外,,2~10級以外
2497,悉,2. 常用漢字外,,2~10級以外
2498,惇,2. 常用漢字外,,2~10級以外
2499,惹,2. 常用漢字外,,2~10級以外
2500,惺,2. 常用漢字外,,2~10級以外
2501,惣,2. 常用漢字外,,2~10級以外
2502,慧,2. 常用漢字外,,2~10級以外
2503,憐,2. 常用漢字外,,2~10級以外
2504,戊,2. 常用漢字外,,2~10級以外
2505,或,2. 常用漢字外,,2~10級以外
2506,戟,2. 常用漢字外,,2~10級以外
2507,托,2. 常用漢字外,,2~10級以外
2508,按,2. 常用漢字外,,2~10級以外
2509,挺,2. 常用漢字外,,2~10級以外
2510,挽,2. 常用漢字外,,2~10級以外
2511,掬,2. 常用漢字外,,2~10級以外
2512,捲,2. 常用漢字外,,2~10級以外
2513,捷,2. 常用漢字外,,2~10級以外
2514,捺,2. 常用漢字外,,2~10級以外
2515,捧,2. 常用漢字外,,2~10級以外
2516,掠,2. 常用漢字外,,2~10級以外
2517,揃,2. 常用漢字外,,2~10級以外
2518,摑,2. 常用漢字外,,2~10級以外
2519,摺,2. 常用漢字外,,2~10級以外
2520,撒,2. 常用漢字外,,2~10級以外
2521,撰,2. 常用漢字外,,2~10級以外
2522,撞,2. 常用漢字外,,2~10級以外
2523,播,2. 常用漢字外,,2~10級以外
2524,撫,2. 常用漢字外,,2~10級以外
2525,擢,2. 常用漢字外,,2~10級以外
2526,孜,2. 常用漢字外,,2~10級以外
2527,敦,2. 常用漢字外,,2~10級以外
2528,斐,2. 常用漢字外,,2~10級以外
2529,斡,2. 常用漢字外,,2~10級以外
2530,斧,2. 常用漢字外,,2~10級以外
2531,斯,2. 常用漢字外,,2~10級以外
2532,於,2. 常用漢字外,,2~10級以外
2533,旭,2. 常用漢字外,,2~10級以外
2534,昂,2. 常用漢字外,,2~10級以外
2535,昊,2. 常用漢字外,,2~10級以外
2536,昏,2. 常用漢字外,,2~10級以外
2537,昌,2. 常用漢字外,,2~10級以外
2538,昴,2. 常用漢字外,,2~10級以外
2539,晏,2. 常用漢字外,,2~10級以外
2540,晃,2. 常用漢字外,晄,2~10級以外
2541,晒,2. 常用漢字外,,2~10級以外
2542,晋,2. 常用漢字外,,2~10級以外
2543,晟,2. 常用漢字外,,2~10級以外
2544,晦,2. 常用漢字外,,2~10級以外
2545,晨,2. 常用漢字外,,2~10級以外
2546,智,2. 常用漢字外,,2~10級以外
2547,暉,2. 常用漢字外,,2~10級以外
2548,暢,2. 常用漢字外,,2~10級以外
2549,曙,2. 常用漢字外,,2~10級以外
2550,曝,2. 常用漢字外,,2~10級以外
2551,曳,2. 常用漢字外,,2~10級以外
2552,朋,2. 常用漢字外,,2~10級以外
2553,朔,2. 常用漢字外,,2~10級以外
2554,杏,2. 常用漢字外,,2~10級以外
2555,杖,2. 常用漢字外,,2~10級以外
2556,杜,2. 常用漢字外,,2~10級以外
2557,李,2. 常用漢字外,,2~10級以外
2558,杭,2. 常用漢字外,,2~10級以外
2559,杵,2. 常用漢字外,,2~10級以外
2560,杷,2. 常用漢字外,,2~10級以外
2561,枇,2. 常用漢字外,,2~10級以外
2562,柑,2. 常用漢字外,,2~10級以外
2563,柴,2. 常用漢字外,,2~10級以外
2564,柘,2. 常用漢字外,,2~10級以外
2565,柊,2. 常用漢字外,,2~10級以外
2566,柏,2. 常用漢字外,,2~10級以外
2567,柾,2. 常用漢字外,,2~10級以外
2568,柚,2. 常用漢字外,,2~10級以外
2569,桧,2. 常用漢字外,檜,2~10級以外
2570,栞,2. 常用漢字外,,2~10級以外
2571,桔,2. 常用漢字外,,2~10級以外
2572,桂,2. 常用漢字外,,2~10級以外
2573,栖,2. 常用漢字外,,2~10級以外
2574,桐,2. 常用漢字外,,2~10級以外
2575,栗,2. 常用漢字外,,2~10級以外
2576,梧,2. 常用漢字外,,2~10級以外
2577,梓,2. 常用漢字外,,2~10級以外
2578,梢,2. 常用漢字外,,2~10級以外
2579,梛,2. 常用漢字外,,2~10級以外
2580,梯,2. 常用漢字外,,2~10級以外
2581,桶,2. 常用漢字外,,2~10級以外
2582,梶,2. 常用漢字外,,2~10級以外
2583,椛,2. 常用漢字外,,2~10級以外
2584,梁,2. 常用漢字外,,2~10級以外
2585,棲,2. 常用漢字外,,2~10級以外
2586,椋,2. 常用漢字外,,2~10級以外
2587,椀,2. 常用漢字外,,2~10級以外
2588,楯,2. 常用漢字外,,2~10級以外
2589,楚,2. 常用漢字外,,2~10級以外
2590,楕,2. 常用漢字外,,2~10級以外
2591,椿,2. 常用漢字外,,2~10級以外
2592,楠,2. 常用漢字外,,2~10級以外
2593,楓,2. 常用漢字外,,2~10級以外
2594,椰,2. 常用漢字外,,2~10級以外
2595,楢,2. 常用漢字外,,2~10級以外
2596,楊,2. 常用漢字外,,2~10級以外
2597,榎,2. 常用漢字外,,2~10級以外
2598,樺,2. 常用漢字外,,2~10級以外
2599,榊,2. 常用漢字外,,2~10級以外
2600,榛,2. 常用漢字外,,2~10級以外
2601,槙,2. 常用漢字外,槇,2~10級以外
2602,槍,2. 常用漢字外,,2~10級以外
2603,槌,2. 常用漢字外,,2~10級以外
2604,樫,2. 常用漢字外,,2~10級以外
2605,槻,2. 常用漢字外,,2~10級以外
2606,樟,2. 常用漢字外,,2~10級以外
2607,樋,2. 常用漢字外,,2~10級以外
2608,橘,2. 常用漢字外,,2~10級以外
2609,樽,2. 常用漢字外,,2~10級以外
2610,橙,2. 常用漢字外,,2~10級以外
2611,檎,2. 常用漢字外,,2~10級以外
2612,檀,2. 常用漢字外,,2~10級以外
2613,櫂,2. 常用漢字外,,2~10級以外
2614,櫛,2. 常用漢字外,,2~10級以外
2615,櫓,2. 常用漢字外,,2~10級以外
2616,欣,2. 常用漢字外,,2~10級以外
2617,欽,2. 常用漢字外,,2~10級以外
2618,歎,2. 常用漢字外,,2~10級以外
2619,此,2. 常用漢字外,,2~10級以外
2620,殆,2. 常用漢字外,,2~10級以外
2621,毅,2. 常用漢字外,,2~10級以外
2622,毘,2. 常用漢字外,,2~10級以外
2623,毬,2. 常用漢字外,,2~10級以外
2624,汀,2. 常用漢字外,,2~10級以外
2625,汝,2. 常用漢字外,,2~10級以外
2626,汐,2. 常用漢字外,,2~10級以外
2627,汲,2. 常用漢字外,,2~10級以外
2628,沌,2. 常用漢字外,,2~10級以外
2629,沓,2. 常用漢字外,,2~10級以外
2630,沫,2. 常用漢字外,,2~10級以外
2631,洸,2. 常用漢字外,,2~10級以外
2632,洲,2. 常用漢字外,,2~10級以外
2633,洵,2. 常用漢字外,,2~10級以外
2634,洛,2. 常用漢字外,,2~10級以外
2635,浩,2. 常用漢字外,,2~10級以外
2636,浬,2. 常用漢字外,,2~10級以外
2637,淵,2. 常用漢字外,,2~10級以外
2638,淳,2. 常用漢字外,,2~10級以外
2639,渚,2. 常用漢字外,渚,2~10級以外
2640,淀,2. 常用漢字外,,2~10級以外
2641,淋,2. 常用漢字外,,2~10級以外
2642,渥,2. 常用漢字外,,2~10級以外
2643,渾,2. 常用漢字外,,2~10級以外
2644,湘,2. 常用漢字外,,2~10級以外
2645,湊,2. 常用漢字外,,2~10級以外
2646,湛,2. 常用漢字外,,2~10級以外
2647,溢,2. 常用漢字外,,2~10級以外
2648,滉,2. 常用漢字外,,2~10級以外
2649,溜,2. 常用漢字外,,2~10級以外
2650,漱,2. 常用漢字外,,2~10級以外
2651,漕,2. 常用漢字外,,2~10級以外
2652,漣,2. 常用漢字外,,2~10級以外
2653,澪,2. 常用漢字外,,2~10級以外
2654,濡,2. 常用漢字外,,2~10級以外
2655,瀕,2. 常用漢字外,,2~10級以外
2656,灘,2. 常用漢字外,,2~10級以外
2657,灸,2. 常用漢字外,,2~10級以外
2658,灼,2. 常用漢字外,,2~10級以外
2659,烏,2. 常用漢字外,,2~10級以外
2660,焰,2. 常用漢字外,,2~10級以外
2661,焚,2. 常用漢字外,,2~10級以外
2662,煌,2. 常用漢字外,,2~10級以外
2663,煤,2. 常用漢字外,,2~10級以外
2664,煉,2. 常用漢字外,,2~10級以外
2665,熙,2. 常用漢字外,,2~10級以外
2666,燕,2. 常用漢字外,,2~10級以外
2667,燎,2. 常用漢字外,,2~10級以外
2668,燦,2. 常用漢字外,,2~10級以外
2669,燭,2. 常用漢字外,,2~10級以外
2670,燿,2. 常用漢字外,,2~10級以外
2671,爾,2. 常用漢字外,,2~10級以外
2672,牒,2. 常用漢字外,,2~10級以外
2673,牟,2. 常用漢字外,,2~10級以外
2674,牡,2. 常用漢字外,,2~10級以外
2675,牽,2. 常用漢字外,,2~10級以外
2676,犀,2. 常用漢字外,,2~10級以外
2677,狼,2. 常用漢字外,,2~10級以外
2678,猪,2. 常用漢字外,猪,2~10級以外
2679,獅,2. 常用漢字外,,2~10級以外
2680,玖,2. 常用漢字外,,2~10級以外
2681,珂,2. 常用漢字外,,2~10級以外
2682,珈,2. 常用漢字外,,2~10級以外
2683,珊,2. 常用漢字外,,2~10級以外
2684,珀,2. 常用漢字外,,2~10級以外
2685,玲,2. 常用漢字外,,2~10級以外
2686,琢,2. 常用漢字外,琢,2~10級以外
2687,琉,2. 常用漢字外,,2~10級以外
2688,瑛,2. 常用漢字外,,2~10級以外
2689,琥,2. 常用漢字外,,2~10級以外
2690,琶,2. 常用漢字外,,2~10級以外
2691,琵,2. 常用漢字外,,2~10級以外
2692,琳,2. 常用漢字外,,2~10級以外
2693,瑚,2. 常用漢字外,,2~10級以外
2694,瑞,2. 常用漢字外,,2~10級以外
2695,瑶,2. 常用漢字外,,2~10級以外
2696,瑳,2. 常用漢字外,,2~10級以外
2697,瓜,2. 常用漢字外,,2~10級以外
2698,瓢,2. 常用漢字外,,2~10級以外
2699,甥,2. 常用漢字外,,2~10級以外
2700,甫,2. 常用漢字外,,2~10級以外
2701,畠,2. 常用漢字外,,2~10級以外
2702,畢,2. 常用漢字外,,2~10級以外
2703,疋,2. 常用漢字外,,2~10級以外
2704,疏,2. 常用漢字外,,2~10級以外
2705,皐,2. 常用漢字外,,2~10級以外
2706,皓,2. 常用漢字外,,2~10級以外
2707,眸,2. 常用漢字外,,2~10級以外
2708,瞥,2. 常用漢字外,,2~10級以外
2709,矩,2. 常用漢字外,,2~10級以外
2710,砦,2. 常用漢字外,,2~10級以外
2711,砥,2. 常用漢字外,,2~10級以外
2712,砧,2. 常用漢字外,,2~10級以外
2713,硯,2. 常用漢字外,,2~10級以外
2714,碓,2. 常用漢字外,,2~10級以外
2715,碗,2. 常用漢字外,,2~10級以外
2716,碩,2. 常用漢字外,,2~10級以外
2717,碧,2. 常用漢字外,,2~10級以外
2718,磐,2. 常用漢字外,,2~10級以外
2719,磯,2. 常用漢字外,,2~10級以外
2720,祇,2. 常用漢字外,,2~10級以外
2721,祢,2. 常用漢字外,禰,2~10級以外
2722,祐,2. 常用漢字外,祐,2~10級以外
2723,祷,2. 常用漢字外,禱,2~10級以外
2724,禄,2. 常用漢字外,祿,2~10級以外
2725,禎,2. 常用漢字外,禎,2~10級以外
2726,禽,2. 常用漢字外,,2~10級以外
2727,禾,2. 常用漢字外,,2~10級以外
2728,秦,2. 常用漢字外,,2~10級以外
2729,秤,2. 常用漢字外,,2~10級以外
2730,稀,2. 常用漢字外,,2~10級以外
2731,稔,2. 常用漢字外,,2~10級以外
2732,稟,2. 常用漢字外,,2~10級以外
2733,稜,2. 常用漢字外,,2~10級以外
2734,穣,2. 常用漢字外,穰,2~10級以外
2735,穹,2. 常用漢字外,,2~10級以外
2736,穿,2. 常用漢字外,,2~10級以外
2737,窄,2. 常用漢字外,,2~10級以外
2738,窪,2. 常用漢字外,,2~10級以外
2739,窺,2. 常用漢字外,,2~10級以外
2740,竣,2. 常用漢字外,,2~10級以外
2741,竪,2. 常用漢字外,,2~10級以外
2742,竺,2. 常用漢字外,,2~10級以外
2743,竿,2. 常用漢字外,,2~10級以外
2744,笈,2. 常用漢字外,,2~10級以外
2745,笹,2. 常用漢字外,,2~10級以外
2746,笙,2. 常用漢字外,,2~10級以外
2747,笠,2. 常用漢字外,,2~10級以外
2748,筈,2. 常用漢字外,,2~10級以外
2749,筑,2. 常用漢字外,,2~10級以外
2750,箕,2. 常用漢字外,,2~10級以外
2751,箔,2. 常用漢字外,,2~10級以外
2752,篇,2. 常用漢字外,,2~10級以外
2753,篠,2. 常用漢字外,,2~10級以外
2754,簞,2. 常用漢字外,,2~10級以外
2755,簾,2. 常用漢字外,,2~10級以外
2756,籾,2. 常用漢字外,,2~10級以外
2757,粥,2. 常用漢字外,,2~10級以外
2758,粟,2. 常用漢字外,,2~10級以外
2759,糊,2. 常用漢字外,,2~10級以外
2760,紘,2. 常用漢字外,,2~10級以外
2761,紗,2. 常用漢字外,,2~10級以外
2762,紐,2. 常用漢字外,,2~10級以外
2763,絃,2. 常用漢字外,,2~10級以外
2764,紬,2. 常用漢字外,,2~10級以外
2765,絆,2. 常用漢字外,,2~10級以外
2766,絢,2. 常用漢字外,,2~10級以外
2767,綺,2. 常用漢字外,,2~10級以外
2768,綜,2. 常用漢字外,,2~10級以外
2769,綴,2. 常用漢字外,,2~10級以外
2770,緋,2. 常用漢字外,,2~10級以外
2771,綾,2. 常用漢字外,,2~10級以外
2772,綸,2. 常用漢字外,,2~10級以外
2773,縞,2. 常用漢字外,,2~10級以外
2774,徽,2. 常用漢字外,,2~10級以外
2775,繫,2. 常用漢字外,,2~10級以外
2776,繡,2. 常用漢字外,,2~10級以外
2777,纂,2. 常用漢字外,,2~10級以外
2778,纏,2. 常用漢字外,,2~10級以外
2779,羚,2. 常用漢字外,,2~10級以外
2780,翔,2. 常用漢字外,,2~10級以外
2781,翠,2. 常用漢字外,,2~10級以外
2782,耀,2. 常用漢字外,,2~10級以外
2783,而,2. 常用漢字外,,2~10級以外
2784,耶,2. 常用漢字外,,2~10級以外
2785,耽,2. 常用漢字外,,2~10級以外
2786,聡,2. 常用漢字外,,2~10級以外
2787,肇,2. 常用漢字外,,2~10級以外
2788,肋,2. 常用漢字外,,2~10級以外
2789,肴,2. 常用漢字外,,2~10級以外
2790,胤,2. 常用漢字外,,2~10級以外
2791,胡,2. 常用漢字外,,2~10級以外
2792,脩,2. 常用漢字外,,2~10級以外
2793,腔,2. 常用漢字外,,2~10級以外
2794,脹,2. 常用漢字外,,2~10級以外
2795,膏,2. 常用漢字外,,2~10級以外
2796,臥,2. 常用漢字外,,2~10級以外
2797,舜,2. 常用漢字外,,2~10級以外
2798,舵,2. 常用漢字外,,2~10級以外
2799,芥,2. 常用漢字外,,2~10級以外
2800,芹,2. 常用漢字外,,2~10級以外
2801,芭,2. 常用漢字外,,2~10級以外
2802,芙,2. 常用漢字外,,2~10級以外
2803,芦,2. 常用漢字外,,2~10級以外
2804,苑,2. 常用漢字外,,2~10級以外
2805,茄,2. 常用漢字外,,2~10級以外
2806,苔,2. 常用漢字外,,2~10級以外
2807,苺,2. 常用漢字外,,2~10級以外
2808,茅,2. 常用漢字外,,2~10級以外
2809,茉,2. 常用漢字外,,2~10級以外
2810,茸,2. 常用漢字外,,2~10級以外
2811,茜,2. 常用漢字外,,2~10級以外
2812,莞,2. 常用漢字外,,2~10級以外
2813,荻,2. 常用漢字外,,2~10級以外
2814,莫,2. 常用漢字外,,2~10級以外
2815,莉,2. 常用漢字外,,2~10級以外
2816,菅,2. 常用漢字外,,2~10級以外
2817,菫,2. 常用漢字外,,2~10級以外
2818,菖,2. 常用漢字外,,2~10級以外
2819,萄,2. 常用漢字外,,2~10級以外
2820,菩,2. 常用漢字外,,2~10級以外
2821,萌,2. 常用漢字外,萠,2~10級以外
2822,萊,2. 常用漢字外,,2~10級以外
2823,菱,2. 常用漢字外,,2~10級以外
2824,葦,2. 常用漢字外,,2~10級以外
2825,葵,2. 常用漢字外,,2~10級以外
2826,萱,2. 常用漢字外,,2~10級以外
2827,葺,2. 常用漢字外,,2~10級以外
2828,萩,2. 常用漢字外,,2~10級以外
2829,董,2. 常用漢字外,,2~10級以外
2830,葡,2. 常用漢字外,,2~10級以外
2831,蓑,2. 常用漢字外,,2~10級以外
2832,蒔,2. 常用漢字外,,2~10級以外
2833,蒐,2. 常用漢字外,,2~10級以外
2834,蒼,2. 常用漢字外,,2~10級以外
2835,蒲,2. 常用漢字外,,2~10級以外
2836,蒙,2. 常用漢字外,,2~10級以外
2837,蓉,2. 常用漢字外,,2~10級以外
2838,蓮,2. 常用漢字外,,2~10級以外
2839,蔭,2. 常用漢字外,,2~10級以外
2840,蔣,2. 常用漢字外,,2~10級以外
2841,蔦,2. 常用漢字外,,2~10級以外
2842,蓬,2. 常用漢字外,,2~10級以外
2843,蔓,2. 常用漢字外,,2~10級以外
2844,蕎,2. 常用漢字外,,2~10級以外
2845,蕨,2. 常用漢字外,,2~10級以外
2846,蕉,2. 常用漢字外,,2~10級以外
2847,蕃,2. 常用漢字外,,2~10級以外
2848,蕪,2. 常用漢字外,,2~10級以外
2849,薙,2. 常用漢字外,,2~10級以外
2850,蕾,2. 常用漢字外,,2~10級以外
2851,蕗,2. 常用漢字外,,2~10級以外
2852,藁,2. 常用漢字外,,2~10級以外
2853,薩,2. 常用漢字外,,2~10級以外
2854,蘇,2. 常用漢字外,,2~10級以外
2855,蘭,2. 常用漢字外,,2~10級以外
2856,蝦,2. 常用漢字外,,2~10級以外
2857,蝶,2. 常用漢字外,,2~10級以外
2858,螺,2. 常用漢字外,,2~10級以外
2859,蟬,2. 常用漢字外,,2~10級以外
2860,蟹,2. 常用漢字外,,2~10級以外
2861,蠟,2. 常用漢字外,,2~10級以外
2862,衿,2. 常用漢字外,,2~10級以外
2863,袈,2. 常用漢字外,,2~10級以外
2864,袴,2. 常用漢字外,,2~10級以外
2865,裡,2. 常用漢字外,,2~10級以外
2866,裟,2. 常用漢字外,,2~10級以外
2867,裳,2. 常用漢字外,,2~10級以外
2868,襖,2. 常用漢字外,,2~10級以外
2869,訊,2. 常用漢字外,,2~10級以外
2870,訣,2. 常用漢字外,,2~10級以外
2871,註,2. 常用漢字外,,2~10級以外
2872,詢,2. 常用漢字外,,2~10級以外
2873,詫,2. 常用漢字外,,2~10級以外
2874,誼,2. 常用漢字外,,2~10級以外
2875,諏,2. 常用漢字外,,2~10級以外
2876,諄,2. 常用漢字外,,2~10級以外
2877,諒,2. 常用漢字外,,2~10級以外
2878,謂,2. 常用漢字外,,2~10級以外
2879,諺,2. 常用漢字外,,2~10級以外
2880,讃,2. 常用漢字外,,2~10級以外
2881,豹,2. 常用漢字外,,2~10級以外
2882,貰,2. 常用漢字外,,2~10級以外
2883,賑,2. 常用漢字外,,2~10級以外
2884,赳,2. 常用漢字外,,2~10級以外
2885,跨,2. 常用漢字外,,2~10級以外
2886,蹄,2. 常用漢字外,,2~10級以外
2887,蹟,2. 常用漢字外,,2~10級以外
2888,輔,2. 常用漢字外,,2~10級以外
2889,輯,2. 常用漢字外,,2~10級以外
2890,輿,2. 常用漢字外,,2~10級以外
2891,轟,2. 常用漢字外,,2~10級以外
2892,辰,2. 常用漢字外,,2~10級以外
2893,辻,2. 常用漢字外,,2~10級以外
2894,迂,2. 常用漢字外,,2~10級以外
2895,迄,2. 常用漢字外,,2~10級以外
2896,辿,2. 常用漢字外,,2~10級以外
2897,迪,2. 常用漢字外,,2~10級以外
2898,迦,2. 常用漢字外,,2~10級以外
2899,這,2. 常用漢字外,,2~10級以外
2900,逞,2. 常用漢字外,,2~10級以外
2901,逗,2. 常用漢字外,,2~10級以外
2902,逢,2. 常用漢字外,,2~10級以外
2903,遥,2. 常用漢字外,遙,2~10級以外
2904,遁,2. 常用漢字外,,2~10級以外
2905,遼,2. 常用漢字外,,2~10級以外
2906,邑,2. 常用漢字外,,2~10級以外
