漢字,JIS面区点コード,ユニコード,JIS水準
躙,1-77-24,U+8E99,2
躪,1-77-25,U+8EAA,2
躡,1-77-26,U+8EA1,2
躬,1-77-27,U+8EAC,2
躰,1-77-28,U+8EB0,2
軆,1-77-29,U+8EC6,2
躱,1-77-30,U+8EB1,2
躾,1-77-31,U+8EBE,2
軅,1-77-32,U+8EC5,2
軈,1-77-33,U+8EC8,2
軋,1-77-34,U+8ECB,2
軛,1-77-35,U+8EDB,2
軣,1-77-36,U+8EE3,2
軼,1-77-37,U+8EFC,2
軻,1-77-38,U+8EFB,2
軫,1-77-39,U+8EEB,2
軾,1-77-40,U+8EFE,2
輊,1-77-41,U+8F0A,2
輅,1-77-42,U+8F05,2
輕,1-77-43,U+8F15,2
輒,1-77-44,U+8F12,2
輙,1-77-45,U+8F19,2
輓,1-77-46,U+8F13,2
輜,1-77-47,U+8F1C,2
輟,1-77-48,U+8F1F,2
輛,1-77-49,U+8F1B,2
輌,1-77-50,U+8F0C,2
輦,1-77-51,U+8F26,2
輳,1-77-52,U+8F33,2
輻,1-77-53,U+8F3B,2
輹,1-77-54,U+8F39,2
轅,1-77-55,U+8F45,2
轂,1-77-56,U+8F42,2
輾,1-77-57,U+8F3E,2
轌,1-77-58,U+8F4C,2
轉,1-77-59,U+8F49,2
轆,1-77-60,U+8F46,2
轎,1-77-61,U+8F4E,2
轗,1-77-62,U+8F57,2
轜,1-77-63,U+8F5C,2
轢,1-77-64,U+8F62,2
轣,1-77-65,U+8F63,2
轤,1-77-66,U+8F64,2
辜,1-77-67,U+8F9C,2
辟,1-77-68,U+8F9F,2
辣,1-77-69,U+8FA3,2
辭,1-77-70,U+8FAD,2
辯,1-77-71,U+8FAF,2
辷,1-77-72,U+8FB7,2
迚,1-77-73,U+8FDA,2
迥,1-77-74,U+8FE5,2
迢,1-77-75,U+8FE2,2
迪,1-77-76,U+8FEA,2
迯,1-77-77,U+8FEF,2
邇,1-77-78,U+9087,2
迴,1-77-79,U+8FF4,2
逅,1-77-80,U+9005,2
迹,1-77-81,U+8FF9,2
迺,1-77-82,U+8FFA,2
逑,1-77-83,U+9011,2
逕,1-77-84,U+9015,2
逡,1-77-85,U+9021,2
逍,1-77-86,U+900D,2
逞,1-77-87,U+901E,2
逖,1-77-88,U+9016,2
逋,1-77-89,U+900B,2
逧,1-77-90,U+9027,2
逶,1-77-91,U+9036,2
逵,1-77-92,U+9035,2
逹,1-77-93,U+9039,2
迸,1-77-94,U+8FF8,2
遏,1-78-01,U+904F,2
遐,1-78-02,U+9050,2
遑,1-78-03,U+9051,2
遒,1-78-04,U+9052,2
逎,1-78-05,U+900E,2
遉,1-78-06,U+9049,2
逾,1-78-07,U+903E,2
遖,1-78-08,U+9056,2
遘,1-78-09,U+9058,2
遞,1-78-10,U+905E,2
遨,1-78-11,U+9068,2
遯,1-78-12,U+906F,2
遶,1-78-13,U+9076,2
隨,1-78-14,U+96A8,2
遲,1-78-15,U+9072,2
邂,1-78-16,U+9082,2
遽,1-78-17,U+907D,2
邁,1-78-18,U+9081,2
邀,1-78-19,U+9080,2
邊,1-78-20,U+908A,2
邉,1-78-21,U+9089,2
邏,1-78-22,U+908F,2
邨,1-78-23,U+90A8,2
邯,1-78-24,U+90AF,2
邱,1-78-25,U+90B1,2
邵,1-78-26,U+90B5,2
郢,1-78-27,U+90E2,2
郤,1-78-28,U+90E4,2
扈,1-78-29,U+6248,2
郛,1-78-30,U+90DB,2
鄂,1-78-31,U+9102,2
鄒,1-78-32,U+9112,2
鄙,1-78-33,U+9119,2
鄲,1-78-34,U+9132,2
鄰,1-78-35,U+9130,2
酊,1-78-36,U+914A,2
酖,1-78-37,U+9156,2
酘,1-78-38,U+9158,2
酣,1-78-39,U+9163,2
酥,1-78-40,U+9165,2
酩,1-78-41,U+9169,2
酳,1-78-42,U+9173,2
酲,1-78-43,U+9172,2
醋,1-78-44,U+918B,2
醉,1-78-45,U+9189,2
醂,1-78-46,U+9182,2
醢,1-78-47,U+91A2,2
醫,1-78-48,U+91AB,2
醯,1-78-49,U+91AF,2
醪,1-78-50,U+91AA,2
醵,1-78-51,U+91B5,2
醴,1-78-52,U+91B4,2
醺,1-78-53,U+91BA,2
釀,1-78-54,U+91C0,2
釁,1-78-55,U+91C1,2
釉,1-78-56,U+91C9,2
釋,1-78-57,U+91CB,2
釐,1-78-58,U+91D0,2
釖,1-78-59,U+91D6,2
釟,1-78-60,U+91DF,2
釡,1-78-61,U+91E1,2
釛,1-78-62,U+91DB,2
釼,1-78-63,U+91FC,2
釵,1-78-64,U+91F5,2
釶,1-78-65,U+91F6,2
鈞,1-78-66,U+921E,2
釿,1-78-67,U+91FF,2
鈔,1-78-68,U+9214,2
鈬,1-78-69,U+922C,2
鈕,1-78-70,U+9215,2
鈑,1-78-71,U+9211,2
鉞,1-78-72,U+925E,2
鉗,1-78-73,U+9257,2
鉅,1-78-74,U+9245,2
鉉,1-78-75,U+9249,2
鉤,1-78-76,U+9264,2
鉈,1-78-77,U+9248,2
銕,1-78-78,U+9295,2
鈿,1-78-79,U+923F,2
鉋,1-78-80,U+924B,2
鉐,1-78-81,U+9250,2
銜,1-78-82,U+929C,2
銖,1-78-83,U+9296,2
銓,1-78-84,U+9293,2
銛,1-78-85,U+929B,2
鉚,1-78-86,U+925A,2
鋏,1-78-87,U+92CF,2
銹,1-78-88,U+92B9,2
銷,1-78-89,U+92B7,2
鋩,1-78-90,U+92E9,2
錏,1-78-91,U+930F,2
鋺,1-78-92,U+92FA,2
鍄,1-78-93,U+9344,2
錮,1-78-94,U+932E,2
錙,1-79-01,U+9319,2
錢,1-79-02,U+9322,2
錚,1-79-03,U+931A,2
錣,1-79-04,U+9323,2
錺,1-79-05,U+933A,2
錵,1-79-06,U+9335,2
錻,1-79-07,U+933B,2
鍜,1-79-08,U+935C,2
鍠,1-79-09,U+9360,2
鍼,1-79-10,U+937C,2
鍮,1-79-11,U+936E,2
鍖,1-79-12,U+9356,2
鎰,1-79-13,U+93B0,2
鎬,1-79-14,U+93AC,2
鎭,1-79-15,U+93AD,2
鎔,1-79-16,U+9394,2
鎹,1-79-17,U+93B9,2
鏖,1-79-18,U+93D6,2
鏗,1-79-19,U+93D7,2
鏨,1-79-20,U+93E8,2
鏥,1-79-21,U+93E5,2
鏘,1-79-22,U+93D8,2
鏃,1-79-23,U+93C3,2
鏝,1-79-24,U+93DD,2
鏐,1-79-25,U+93D0,2
鏈,1-79-26,U+93C8,2
鏤,1-79-27,U+93E4,2
鐚,1-79-28,U+941A,2
鐔,1-79-29,U+9414,2
鐓,1-79-30,U+9413,2
鐃,1-79-31,U+9403,2
鐇,1-79-32,U+9407,2
鐐,1-79-33,U+9410,2
鐶,1-79-34,U+9436,2
鐫,1-79-35,U+942B,2
鐵,1-79-36,U+9435,2
鐡,1-79-37,U+9421,2
鐺,1-79-38,U+943A,2
鑁,1-79-39,U+9441,2
鑒,1-79-40,U+9452,2
鑄,1-79-41,U+9444,2
鑛,1-79-42,U+945B,2
鑠,1-79-43,U+9460,2
鑢,1-79-44,U+9462,2
鑞,1-79-45,U+945E,2
鑪,1-79-46,U+946A,2
鈩,1-79-47,U+9229,2
鑰,1-79-48,U+9470,2
鑵,1-79-49,U+9475,2
鑷,1-79-50,U+9477,2
鑽,1-79-51,U+947D,2
鑚,1-79-52,U+945A,2
鑼,1-79-53,U+947C,2
鑾,1-79-54,U+947E,2
钁,1-79-55,U+9481,2
鑿,1-79-56,U+947F,2
閂,1-79-57,U+9582,2
閇,1-79-58,U+9587,2
閊,1-79-59,U+958A,2
閔,1-79-60,U+9594,2
閖,1-79-61,U+9596,2
閘,1-79-62,U+9598,2
閙,1-79-63,U+9599,2
閠,1-79-64,U+95A0,2
閨,1-79-65,U+95A8,2
閧,1-79-66,U+95A7,2
閭,1-79-67,U+95AD,2
閼,1-79-68,U+95BC,2
閻,1-79-69,U+95BB,2
閹,1-79-70,U+95B9,2
閾,1-79-71,U+95BE,2
闊,1-79-72,U+95CA,2
濶,1-79-73,U+6FF6,2
闃,1-79-74,U+95C3,2
闍,1-79-75,U+95CD,2
闌,1-79-76,U+95CC,2
闕,1-79-77,U+95D5,2
闔,1-79-78,U+95D4,2
闖,1-79-79,U+95D6,2
關,1-79-80,U+95DC,2
闡,1-79-81,U+95E1,2
闥,1-79-82,U+95E5,2
闢,1-79-83,U+95E2,2
阡,1-79-84,U+9621,2
阨,1-79-85,U+9628,2
阮,1-79-86,U+962E,2
阯,1-79-87,U+962F,2
陂,1-79-88,U+9642,2
陌,1-79-89,U+964C,2
陏,1-79-90,U+964F,2
陋,1-79-91,U+964B,2
陷,1-79-92,U+9677,2
陜,1-79-93,U+965C,2
陞,1-79-94,U+965E,2
陝,1-80-01,U+965D,2
陟,1-80-02,U+965F,2
陦,1-80-03,U+9666,2
陲,1-80-04,U+9672,2
陬,1-80-05,U+966C,2
隍,1-80-06,U+968D,2
隘,1-80-07,U+9698,2
隕,1-80-08,U+9695,2
隗,1-80-09,U+9697,2
險,1-80-10,U+96AA,2
隧,1-80-11,U+96A7,2
隱,1-80-12,U+96B1,2
隲,1-80-13,U+96B2,2
隰,1-80-14,U+96B0,2
隴,1-80-15,U+96B4,2
隶,1-80-16,U+96B6,2
隸,1-80-17,U+96B8,2
隹,1-80-18,U+96B9,2
雎,1-80-19,U+96CE,2
雋,1-80-20,U+96CB,2
雉,1-80-21,U+96C9,2
雍,1-80-22,U+96CD,2
襍,1-80-23,U+894D,2
雜,1-80-24,U+96DC,2
霍,1-80-25,U+970D,2
雕,1-80-26,U+96D5,2
雹,1-80-27,U+96F9,2
霄,1-80-28,U+9704,2
霆,1-80-29,U+9706,2
霈,1-80-30,U+9708,2
霓,1-80-31,U+9713,2
霎,1-80-32,U+970E,2
霑,1-80-33,U+9711,2
霏,1-80-34,U+970F,2
霖,1-80-35,U+9716,2
霙,1-80-36,U+9719,2
霤,1-80-37,U+9724,2
霪,1-80-38,U+972A,2
霰,1-80-39,U+9730,2
霹,1-80-40,U+9739,2
霽,1-80-41,U+973D,2
霾,1-80-42,U+973E,2
靄,1-80-43,U+9744,2
靆,1-80-44,U+9746,2
靈,1-80-45,U+9748,2
靂,1-80-46,U+9742,2
靉,1-80-47,U+9749,2
靜,1-80-48,U+975C,2
靠,1-80-49,U+9760,2
靤,1-80-50,U+9764,2
靦,1-80-51,U+9766,2
靨,1-80-52,U+9768,2
勒,1-80-53,U+52D2,2
靫,1-80-54,U+976B,2
靱,1-80-55,U+9771,2
靹,1-80-56,U+9779,2
鞅,1-80-57,U+9785,2
靼,1-80-58,U+977C,2
鞁,1-80-59,U+9781,2
靺,1-80-60,U+977A,2
鞆,1-80-61,U+9786,2
鞋,1-80-62,U+978B,2
鞏,1-80-63,U+978F,2
鞐,1-80-64,U+9790,2
鞜,1-80-65,U+979C,2
鞨,1-80-66,U+97A8,2
鞦,1-80-67,U+97A6,2
鞣,1-80-68,U+97A3,2
鞳,1-80-69,U+97B3,2
鞴,1-80-70,U+97B4,2
韃,1-80-71,U+97C3,2
韆,1-80-72,U+97C6,2
韈,1-80-73,U+97C8,2
韋,1-80-74,U+97CB,2
韜,1-80-75,U+97DC,2
韭,1-80-76,U+97ED,2
齏,1-80-77,U+9F4F,2
韲,1-80-78,U+97F2,2
竟,1-80-79,U+7ADF,2
韶,1-80-80,U+97F6,2
韵,1-80-81,U+97F5,2
頏,1-80-82,U+980F,2
頌,1-80-83,U+980C,2
頸,1-80-84,U+9838,2
頤,1-80-85,U+9824,2
頡,1-80-86,U+9821,2
頷,1-80-87,U+9837,2
頽,1-80-88,U+983D,2
顆,1-80-89,U+9846,2
顏,1-80-90,U+984F,2
顋,1-80-91,U+984B,2
顫,1-80-92,U+986B,2
顯,1-80-93,U+986F,2
顰,1-80-94,U+9870,2
顱,1-81-01,U+9871,2
顴,1-81-02,U+9874,2
顳,1-81-03,U+9873,2
颪,1-81-04,U+98AA,2
颯,1-81-05,U+98AF,2
颱,1-81-06,U+98B1,2
颶,1-81-07,U+98B6,2
飄,1-81-08,U+98C4,2
飃,1-81-09,U+98C3,2
飆,1-81-10,U+98C6,2
飩,1-81-11,U+98E9,2
飫,1-81-12,U+98EB,2
餃,1-81-13,U+9903,2
餉,1-81-14,U+9909,2
餒,1-81-15,U+9912,2
餔,1-81-16,U+9914,2
餘,1-81-17,U+9918,2
餡,1-81-18,U+9921,2
餝,1-81-19,U+991D,2
餞,1-81-20,U+991E,2
餤,1-81-21,U+9924,2
餠,1-81-22,U+9920,2
餬,1-81-23,U+992C,2
餮,1-81-24,U+992E,2
餽,1-81-25,U+993D,2
餾,1-81-26,U+993E,2
饂,1-81-27,U+9942,2
饉,1-81-28,U+9949,2
饅,1-81-29,U+9945,2
饐,1-81-30,U+9950,2
饋,1-81-31,U+994B,2
饑,1-81-32,U+9951,2
饒,1-81-33,U+9952,2
饌,1-81-34,U+994C,2
饕,1-81-35,U+9955,2
馗,1-81-36,U+9997,2
馘,1-81-37,U+9998,2
馥,1-81-38,U+99A5,2
馭,1-81-39,U+99AD,2
馮,1-81-40,U+99AE,2
馼,1-81-41,U+99BC,2
駟,1-81-42,U+99DF,2
駛,1-81-43,U+99DB,2
駝,1-81-44,U+99DD,2
駘,1-81-45,U+99D8,2
駑,1-81-46,U+99D1,2
駭,1-81-47,U+99ED,2
駮,1-81-48,U+99EE,2
駱,1-81-49,U+99F1,2
駲,1-81-50,U+99F2,2
駻,1-81-51,U+99FB,2
駸,1-81-52,U+99F8,2
騁,1-81-53,U+9A01,2
騏,1-81-54,U+9A0F,2
騅,1-81-55,U+9A05,2
駢,1-81-56,U+99E2,2
騙,1-81-57,U+9A19,2
騫,1-81-58,U+9A2B,2
騷,1-81-59,U+9A37,2
驅,1-81-60,U+9A45,2
驂,1-81-61,U+9A42,2
驀,1-81-62,U+9A40,2
驃,1-81-63,U+9A43,2
騾,1-81-64,U+9A3E,2
驕,1-81-65,U+9A55,2
驍,1-81-66,U+9A4D,2
驛,1-81-67,U+9A5B,2
驗,1-81-68,U+9A57,2
驟,1-81-69,U+9A5F,2
驢,1-81-70,U+9A62,2
驥,1-81-71,U+9A65,2
驤,1-81-72,U+9A64,2
驩,1-81-73,U+9A69,2
驫,1-81-74,U+9A6B,2
驪,1-81-75,U+9A6A,2
骭,1-81-76,U+9AAD,2
骰,1-81-77,U+9AB0,2
骼,1-81-78,U+9ABC,2
髀,1-81-79,U+9AC0,2
髏,1-81-80,U+9ACF,2
髑,1-81-81,U+9AD1,2
髓,1-81-82,U+9AD3,2
體,1-81-83,U+9AD4,2
髞,1-81-84,U+9ADE,2
髟,1-81-85,U+9ADF,2
髢,1-81-86,U+9AE2,2
髣,1-81-87,U+9AE3,2
髦,1-81-88,U+9AE6,2
髯,1-81-89,U+9AEF,2
髫,1-81-90,U+9AEB,2
髮,1-81-91,U+9AEE,2
髴,1-81-92,U+9AF4,2
髱,1-81-93,U+9AF1,2
髷,1-81-94,U+9AF7,2
髻,1-82-01,U+9AFB,2
鬆,1-82-02,U+9B06,2
鬘,1-82-03,U+9B18,2
鬚,1-82-04,U+9B1A,2
鬟,1-82-05,U+9B1F,2
鬢,1-82-06,U+9B22,2
鬣,1-82-07,U+9B23,2
鬥,1-82-08,U+9B25,2
鬧,1-82-09,U+9B27,2
鬨,1-82-10,U+9B28,2
鬩,1-82-11,U+9B29,2
鬪,1-82-12,U+9B2A,2
鬮,1-82-13,U+9B2E,2
鬯,1-82-14,U+9B2F,2
鬲,1-82-15,U+9B32,2
魄,1-82-16,U+9B44,2
魃,1-82-17,U+9B43,2
魏,1-82-18,U+9B4F,2
魍,1-82-19,U+9B4D,2
魎,1-82-20,U+9B4E,2
魑,1-82-21,U+9B51,2
魘,1-82-22,U+9B58,2
魴,1-82-23,U+9B74,2
鮓,1-82-24,U+9B93,2
鮃,1-82-25,U+9B83,2
鮑,1-82-26,U+9B91,2
鮖,1-82-27,U+9B96,2
鮗,1-82-28,U+9B97,2
鮟,1-82-29,U+9B9F,2
鮠,1-82-30,U+9BA0,2
鮨,1-82-31,U+9BA8,2
鮴,1-82-32,U+9BB4,2
鯀,1-82-33,U+9BC0,2
鯊,1-82-34,U+9BCA,2
鮹,1-82-35,U+9BB9,2
鯆,1-82-36,U+9BC6,2
鯏,1-82-37,U+9BCF,2
鯑,1-82-38,U+9BD1,2
鯒,1-82-39,U+9BD2,2
鯣,1-82-40,U+9BE3,2
鯢,1-82-41,U+9BE2,2
鯤,1-82-42,U+9BE4,2
鯔,1-82-43,U+9BD4,2
鯡,1-82-44,U+9BE1,2
鰺,1-82-45,U+9C3A,2
鯲,1-82-46,U+9BF2,2
鯱,1-82-47,U+9BF1,2
鯰,1-82-48,U+9BF0,2
鰕,1-82-49,U+9C15,2
鰔,1-82-50,U+9C14,2
鰉,1-82-51,U+9C09,2
鰓,1-82-52,U+9C13,2
鰌,1-82-53,U+9C0C,2
鰆,1-82-54,U+9C06,2
鰈,1-82-55,U+9C08,2
鰒,1-82-56,U+9C12,2
鰊,1-82-57,U+9C0A,2
鰄,1-82-58,U+9C04,2
鰮,1-82-59,U+9C2E,2
鰛,1-82-60,U+9C1B,2
鰥,1-82-61,U+9C25,2
鰤,1-82-62,U+9C24,2
鰡,1-82-63,U+9C21,2
鰰,1-82-64,U+9C30,2
鱇,1-82-65,U+9C47,2
鰲,1-82-66,U+9C32,2
鱆,1-82-67,U+9C46,2
鰾,1-82-68,U+9C3E,2
鱚,1-82-69,U+9C5A,2
鱠,1-82-70,U+9C60,2
鱧,1-82-71,U+9C67,2
鱶,1-82-72,U+9C76,2
鱸,1-82-73,U+9C78,2
鳧,1-82-74,U+9CE7,2
鳬,1-82-75,U+9CEC,2
鳰,1-82-76,U+9CF0,2
鴉,1-82-77,U+9D09,2
鴈,1-82-78,U+9D08,2
鳫,1-82-79,U+9CEB,2
鴃,1-82-80,U+9D03,2
鴆,1-82-81,U+9D06,2
鴪,1-82-82,U+9D2A,2
鴦,1-82-83,U+9D26,2
鶯,1-82-84,U+9DAF,2
鴣,1-82-85,U+9D23,2
鴟,1-82-86,U+9D1F,2
鵄,1-82-87,U+9D44,2
鴕,1-82-88,U+9D15,2
鴒,1-82-89,U+9D12,2
鵁,1-82-90,U+9D41,2
鴿,1-82-91,U+9D3F,2
鴾,1-82-92,U+9D3E,2
鵆,1-82-93,U+9D46,2
鵈,1-82-94,U+9D48,2
鵝,1-83-01,U+9D5D,2
鵞,1-83-02,U+9D5E,2
鵤,1-83-03,U+9D64,2
鵑,1-83-04,U+9D51,2
鵐,1-83-05,U+9D50,2
鵙,1-83-06,U+9D59,2
鵲,1-83-07,U+9D72,2
鶉,1-83-08,U+9D89,2
鶇,1-83-09,U+9D87,2
鶫,1-83-10,U+9DAB,2
鵯,1-83-11,U+9D6F,2
鵺,1-83-12,U+9D7A,2
鶚,1-83-13,U+9D9A,2
鶤,1-83-14,U+9DA4,2
鶩,1-83-15,U+9DA9,2
鶲,1-83-16,U+9DB2,2
鷄,1-83-17,U+9DC4,2
鷁,1-83-18,U+9DC1,2
鶻,1-83-19,U+9DBB,2
鶸,1-83-20,U+9DB8,2
鶺,1-83-21,U+9DBA,2
鷆,1-83-22,U+9DC6,2
鷏,1-83-23,U+9DCF,2
鷂,1-83-24,U+9DC2,2
鷙,1-83-25,U+9DD9,2
鷓,1-83-26,U+9DD3,2
鷸,1-83-27,U+9DF8,2
鷦,1-83-28,U+9DE6,2
鷭,1-83-29,U+9DED,2
鷯,1-83-30,U+9DEF,2
鷽,1-83-31,U+9DFD,2
鸚,1-83-32,U+9E1A,2
鸛,1-83-33,U+9E1B,2
鸞,1-83-34,U+9E1E,2
鹵,1-83-35,U+9E75,2
鹹,1-83-36,U+9E79,2
鹽,1-83-37,U+9E7D,2
麁,1-83-38,U+9E81,2
麈,1-83-39,U+9E88,2
麋,1-83-40,U+9E8B,2
麌,1-83-41,U+9E8C,2
麒,1-83-42,U+9E92,2
麕,1-83-43,U+9E95,2
麑,1-83-44,U+9E91,2
麝,1-83-45,U+9E9D,2
麥,1-83-46,U+9EA5,2
麩,1-83-47,U+9EA9,2
麸,1-83-48,U+9EB8,2
麪,1-83-49,U+9EAA,2
麭,1-83-50,U+9EAD,2
靡,1-83-51,U+9761,2
黌,1-83-52,U+9ECC,2
黎,1-83-53,U+9ECE,2
黏,1-83-54,U+9ECF,2
黐,1-83-55,U+9ED0,2
黔,1-83-56,U+9ED4,2
黜,1-83-57,U+9EDC,2
點,1-83-58,U+9EDE,2
黝,1-83-59,U+9EDD,2
黠,1-83-60,U+9EE0,2
黥,1-83-61,U+9EE5,2
黨,1-83-62,U+9EE8,2
黯,1-83-63,U+9EEF,2
黴,1-83-64,U+9EF4,2
黶,1-83-65,U+9EF6,2
黷,1-83-66,U+9EF7,2
黹,1-83-67,U+9EF9,2
黻,1-83-68,U+9EFB,2
黼,1-83-69,U+9EFC,2
黽,1-83-70,U+9EFD,2
鼇,1-83-71,U+9F07,2
鼈,1-83-72,U+9F08,2
皷,1-83-73,U+76B7,2
鼕,1-83-74,U+9F15,2
鼡,1-83-75,U+9F21,2
鼬,1-83-76,U+9F2C,2
鼾,1-83-77,U+9F3E,2
齊,1-83-78,U+9F4A,2
齒,1-83-79,U+9F52,2
齔,1-83-80,U+9F54,2
齣,1-83-81,U+9F63,2
齟,1-83-82,U+9F5F,2
齠,1-83-83,U+9F60,2
齡,1-83-84,U+9F61,2
齦,1-83-85,U+9F66,2
齧,1-83-86,U+9F67,2
齬,1-83-87,U+9F6C,2
齪,1-83-88,U+9F6A,2
齷,1-83-89,U+9F77,2
齲,1-83-90,U+9F72,2
齶,1-83-91,U+9F76,2
龕,1-83-92,U+9F95,2
龜,1-83-93,U+9F9C,2
龠,1-83-94,U+9FA0,2
堯,1-84-01,U+582F,2
槇,1-84-02,U+69C7,2
遙,1-84-03,U+9059,2
瑤,1-84-04,U+7464,2
凜,1-84-05,U+51DC,2
熙,1-84-06,U+7199,2
噓,1-84-07,U+5653,3
巢,1-84-08,U+5DE2,3
帔,1-84-09,U+5E14,3
帘,1-84-10,U+5E18,3
幘,1-84-11,U+5E58,3
幞,1-84-12,U+5E5E,3
庾,1-84-13,U+5EBE,3
廊,1-84-14,U+F928,3
廋,1-84-15,U+5ECB,3
廹,1-84-16,U+5EF9,3
开,1-84-17,U+5F00,3
异,1-84-18,U+5F02,3
弇,1-84-19,U+5F07,3
弝,1-84-20,U+5F1D,3
弣,1-84-21,U+5F23,3
弴,1-84-22,U+5F34,3
弶,1-84-23,U+5F36,3
弽,1-84-24,U+5F3D,3
彀,1-84-25,U+5F40,3
彅,1-84-26,U+5F45,3
彔,1-84-27,U+5F54,3
彘,1-84-28,U+5F58,3
彤,1-84-29,U+5F64,3
彧,1-84-30,U+5F67,3
彽,1-84-31,U+5F7D,3
徉,1-84-32,U+5F89,3
徜,1-84-33,U+5F9C,3
徧,1-84-34,U+5FA7,3
徯,1-84-35,U+5FAF,3
徵,1-84-36,U+5FB5,3
德,1-84-37,U+5FB7,3
忉,1-84-38,U+5FC9,3
忞,1-84-39,U+5FDE,3
忡,1-84-40,U+5FE1,3
忩,1-84-41,U+5FE9,3
怍,1-84-42,U+600D,3
怔,1-84-43,U+6014,3
怘,1-84-44,U+6018,3
怳,1-84-45,U+6033,3
怵,1-84-46,U+6035,3
恇,1-84-47,U+6047,3
悔,1-84-48,U+FA3D,3
悝,1-84-49,U+609D,3
悞,1-84-50,U+609E,3
惋,1-84-51,U+60CB,3
惔,1-84-52,U+60D4,3
惕,1-84-53,U+60D5,3
惝,1-84-54,U+60DD,3
惸,1-84-55,U+60F8,3
愜,1-84-56,U+611C,3
愫,1-84-57,U+612B,3
愰,1-84-58,U+6130,3
愷,1-84-59,U+6137,3
慨,1-84-60,U+FA3E,3
憍,1-84-61,U+618D,3
憎,1-84-62,U+FA3F,3
憼,1-84-63,U+61BC,3
憹,1-84-64,U+61B9,3
懲,1-84-65,U+FA40,3
戢,1-84-66,U+6222,3
戾,1-84-67,U+623E,3
扃,1-84-68,U+6243,3
扖,1-84-69,U+6256,3
扚,1-84-70,U+625A,3
扯,1-84-71,U+626F,3
抅,1-84-72,U+6285,3
拄,1-84-73,U+62C4,3
拖,1-84-74,U+62D6,3
拼,1-84-75,U+62FC,3
挊,1-84-76,U+630A,3
挘,1-84-77,U+6318,3
挹,1-84-78,U+6339,3
捃,1-84-79,U+6343,3
捥,1-84-80,U+6365,3
捼,1-84-81,U+637C,3
揥,1-84-82,U+63E5,3
揭,1-84-83,U+63ED,3
揵,1-84-84,U+63F5,3
搐,1-84-85,U+6410,3
搔,1-84-86,U+6414,3
搢,1-84-87,U+6422,3
摹,1-84-88,U+6479,3
摑,1-84-89,U+6451,3
摠,1-84-90,U+6460,3
摭,1-84-91,U+646D,3
擎,1-84-92,U+64CE,3
撾,1-84-93,U+64BE,3
撿,1-84-94,U+64BF,3
擄,1-85-01,U+64C4,3
擊,1-85-02,U+64CA,3
擐,1-85-03,U+64D0,3
擷,1-85-04,U+64F7,3
擻,1-85-05,U+64FB,3
攢,1-85-06,U+6522,3
攩,1-85-07,U+6529,3
敏,1-85-08,U+FA41,3
敧,1-85-09,U+6567,3
斝,1-85-10,U+659D,3
既,1-85-11,U+FA42,3
昀,1-85-12,U+6600,3
昉,1-85-13,U+6609,3
昕,1-85-14,U+6615,3
昞,1-85-15,U+661E,3
昺,1-85-16,U+663A,3
昢,1-85-17,U+6622,3
昤,1-85-18,U+6624,3
昫,1-85-19,U+662B,3
昰,1-85-20,U+6630,3
昱,1-85-21,U+6631,3
昳,1-85-22,U+6633,3
曻,1-85-23,U+66FB,3
晈,1-85-24,U+6648,3
晌,1-85-25,U+664C,3
𣇄,1-85-26,U+231C4,3
晙,1-85-27,U+6659,3
晚,1-85-28,U+665A,3
晡,1-85-29,U+6661,3
晥,1-85-30,U+6665,3
晳,1-85-31,U+6673,3
晷,1-85-32,U+6677,3
晸,1-85-33,U+6678,3
暍,1-85-34,U+668D,3
暑,1-85-35,U+FA43,3
暠,1-85-36,U+66A0,3
暲,1-85-37,U+66B2,3
暻,1-85-38,U+66BB,3
曆,1-85-39,U+66C6,3
曈,1-85-40,U+66C8,3
㬢,1-85-41,U+3B22,3
曛,1-85-42,U+66DB,3
曨,1-85-43,U+66E8,3
曺,1-85-44,U+66FA,3
朓,1-85-45,U+6713,3
朗,1-85-46,U+F929,3
朳,1-85-47,U+6733,3
杦,1-85-48,U+6766,3
杇,1-85-49,U+6747,3
杈,1-85-50,U+6748,3
杻,1-85-51,U+677B,3
极,1-85-52,U+6781,3
枓,1-85-53,U+6793,3
枘,1-85-54,U+6798,3
枛,1-85-55,U+679B,3
枻,1-85-56,U+67BB,3
柹,1-85-57,U+67F9,3
柀,1-85-58,U+67C0,3
柗,1-85-59,U+67D7,3
柼,1-85-60,U+67FC,3
栁,1-85-61,U+6801,3
桒,1-85-62,U+6852,3
栝,1-85-63,U+681D,3
栬,1-85-64,U+682C,3
栱,1-85-65,U+6831,3
桛,1-85-66,U+685B,3
桲,1-85-67,U+6872,3
桵,1-85-68,U+6875,3
梅,1-85-69,U+FA44,3
梣,1-85-70,U+68A3,3
梥,1-85-71,U+68A5,3
梲,1-85-72,U+68B2,3
棈,1-85-73,U+68C8,3
棐,1-85-74,U+68D0,3
棨,1-85-75,U+68E8,3
棭,1-85-76,U+68ED,3
棰,1-85-77,U+68F0,3
棱,1-85-78,U+68F1,3
棼,1-85-79,U+68FC,3
椊,1-85-80,U+690A,3
楉,1-85-81,U+6949,3
𣗄,1-85-82,U+235C4,3
椵,1-85-83,U+6935,3
楂,1-85-84,U+6942,3
楗,1-85-85,U+6957,3
楣,1-85-86,U+6963,3
楤,1-85-87,U+6964,3
